gene_symbol	ensembl_gene_id	transcript_id	mane_select	canonical	pLI	loeuf	missense_z	lof_oe	lof_observed	lof_expected	gene_flags	constraint_flags	exome_prop_bp_an90	exome_prop_segdup	exome_prop_lcr
MITD1	ENSG00000158411	ENST00000289359	true	true	3.0381e-06	9.6606e-01	7.1152e-01	6.8693e-01	24	3.4938e+01			9.5315e-01	0.0000e+00	0.0000e+00
MITF	ENSG00000187098	ENST00000352241	true	true	9.9983e-01	4.2127e-01	1.0026e+00	2.8085e-01	17	6.0530e+01			1.0000e+00	0.0000e+00	0.0000e+00
MIX23	ENSG00000160124	ENST00000291458	true	true	2.8297e-03	9.5662e-01	8.8563e-01	6.0169e-01	13	2.1606e+01			9.7222e-01	0.0000e+00	0.0000e+00
MIXL1	ENSG00000185155	ENST00000366810	true	true	6.0941e-04	1.6916e+00	4.0256e-02	9.6937e-01	9	9.2844e+00			4.6839e-01	0.0000e+00	0.0000e+00
MKI67	ENSG00000148773	ENST00000368654	true	true	2.1425e-31	7.4470e-01	-3.7487e-01	6.5092e-01	152	2.3352e+02			1.0000e+00	1.4814e-01	0.0000e+00
MKKS	ENSG00000125863	ENST00000347364	true	true	2.0591e-09	1.1918e+00	2.0984e-02	8.7412e-01	29	3.3176e+01			1.0000e+00	0.0000e+00	0.0000e+00
MKLN1	ENSG00000128585	ENST00000352689	true	true	1.0000e+00	2.6948e-01	3.6737e+00	1.8173e-01	18	9.9049e+01			9.8912e-01	0.0000e+00	0.0000e+00
MKNK1	ENSG00000079277	ENST00000371945	true	true	2.5692e-06	8.2560e-01	1.8930e+00	6.0869e-01	30	4.9286e+01			1.0000e+00	1.8042e-01	0.0000e+00
MKNK2	ENSG00000099875	ENST00000250896	true	true	1.5315e-18	1.2317e+00	-8.9727e-01	9.8188e-01	54	5.4997e+01			9.9713e-01	0.0000e+00	0.0000e+00
MKRN1	ENSG00000133606	ENST00000255977	true	true	1.0000e+00	2.8315e-01	2.3631e+00	1.6226e-01	9	5.5466e+01			8.7206e-01	2.4136e-01	0.0000e+00
MKRN2	ENSG00000075975	ENST00000170447	true	true	3.1337e-08	9.4631e-01	1.9692e-01	7.0452e-01	32	4.5421e+01			1.0000e+00	0.0000e+00	0.0000e+00
MKRN2OS	ENSG00000225526	ENST00000564146	true	true	2.6915e-06	1.4019e+00	-1.3681e+00	9.3465e-01	17	1.8189e+01			1.0000e+00	0.0000e+00	0.0000e+00
MKRN3	ENSG00000179455	ENST00000314520	true	true			-1.3541e+00					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
MKS1	ENSG00000011143	ENST00000393119	true	true	3.0372e-20	1.0199e+00	7.2598e-01	8.3591e-01	70	8.3741e+01			1.0000e+00	0.0000e+00	0.0000e+00
MKX	ENSG00000150051	ENST00000419761	true	true	7.9240e-01	5.7478e-01	-3.1146e-02	3.6152e-01	13	3.5959e+01			1.0000e+00	0.0000e+00	0.0000e+00
MLANA	ENSG00000120215	ENST00000381477	true	true	1.7615e-09	1.9202e+00	-7.1684e-01	1.3334e+00	21	1.5749e+01			1.0000e+00	0.0000e+00	0.0000e+00
MLC1	ENSG00000100427	ENST00000311597	true	true	2.1618e-08	9.6177e-01	6.3812e-01	7.1603e-01	32	4.4691e+01			9.9912e-01	0.0000e+00	3.3599e-02
MLEC	ENSG00000110917	ENST00000228506	true	true	9.9383e-01	4.5799e-01	3.3234e+00	2.4383e-01	7	2.8708e+01			7.7055e-01	0.0000e+00	3.8813e-02
MLF1	ENSG00000178053	ENST00000466246	true	true	8.7433e-13	1.2693e+00	4.1551e-01	9.6482e-01	37	3.8349e+01			8.7515e-01	0.0000e+00	0.0000e+00
MLF2	ENSG00000089693	ENST00000203630	true	true	5.7672e-01	6.1844e-01	1.9728e+00	3.8170e-01	12	3.1438e+01			1.0000e+00	0.0000e+00	0.0000e+00
MLH1	ENSG00000076242	ENST00000231790	true	true	4.8248e-01	5.2826e-01	6.8753e-01	4.0155e-01	37	9.2142e+01			9.9383e-01	0.0000e+00	0.0000e+00
MLH3	ENSG00000119684	ENST00000355774	true	true	3.1328e-18	8.0662e-01	1.8072e+00	6.7128e-01	82	1.2215e+02			9.9816e-01	0.0000e+00	2.5235e-03
MLIP	ENSG00000146147	ENST00000502396	true	true	2.2724e-25	1.1228e+00	-1.2071e+00	9.3114e-01	79	8.4842e+01			1.0000e+00	0.0000e+00	6.7137e-03
MLKL	ENSG00000168404	ENST00000308807	true	true	1.0515e-18	1.2178e+00	-2.1387e+00	9.7281e-01	55	5.6538e+01			1.0000e+00	0.0000e+00	0.0000e+00
MLLT1	ENSG00000130382	ENST00000252674	true	true	1.0000e+00	3.3039e-01	3.4735e+00	1.9960e-01	11	5.5110e+01			8.8968e-01	0.0000e+00	1.7889e-02
MLLT10	ENSG00000078403	ENST00000307729	true	true	1.0000e+00	3.1526e-01	1.7874e+00	2.3244e-01	30	1.2907e+02			9.8970e-01	5.1498e-02	0.0000e+00
MLLT11	ENSG00000213190	ENST00000368921	true	true	6.6862e-01	8.9009e-01	8.3479e-01	1.8763e-01	1	5.3297e+00			1.0000e+00	0.0000e+00	0.0000e+00
MLLT3	ENSG00000171843	ENST00000380338	true	true	1.0000e+00	1.7206e-01	1.8746e+00	7.5188e-02	4	5.3200e+01			9.9765e-01	0.0000e+00	7.3357e-02
MLLT6	ENSG00000275023	ENST00000621332	true	true	1.0000e+00	3.0501e-01	2.7262e+00	2.1360e-01	22	1.0300e+02			9.2498e-01	7.4718e-02	0.0000e+00
MLN	ENSG00000096395	ENST00000430124	true	true	8.2521e-06	1.6409e+00	7.4703e-01	1.0496e+00	14	1.3338e+01			1.0000e+00	0.0000e+00	0.0000e+00
MLNR	ENSG00000102539	ENST00000218721	true	true	2.7339e-05	1.2175e+00	-6.6003e-01	8.0163e-01	16	1.9959e+01			9.6117e-01	0.0000e+00	0.0000e+00
MLPH	ENSG00000115648	ENST00000264605	true	true	1.4627e-12	8.9309e-01	2.6186e-01	7.0724e-01	51	7.2111e+01			9.9944e-01	0.0000e+00	0.0000e+00
MLST8	ENSG00000167965	ENST00000569417	true	true	9.9524e-03	7.0420e-01	6.4575e-01	4.8462e-01	20	4.1269e+01			9.9898e-01	0.0000e+00	0.0000e+00
MLX	ENSG00000108788	ENST00000435881	true	true	6.9928e-02	6.9967e-01	5.1890e-01	4.5439e-01	15	3.3011e+01			9.4262e-01	0.0000e+00	0.0000e+00
MLXIP	ENSG00000175727	ENST00000319080	true	true	9.9771e-01	4.6638e-01	2.8838e+00	3.4385e-01	30	8.7247e+01			9.3108e-01	0.0000e+00	0.0000e+00
MLXIPL	ENSG00000009950	ENST00000313375	true	true	1.8151e-09	7.6328e-01	1.4233e+00	6.0158e-01	49	8.1453e+01			8.5563e-01	0.0000e+00	2.0344e-02
MLYCD	ENSG00000103150	ENST00000262430	true	true	1.1229e-07	1.0402e+00	-4.1659e+00	7.5428e-01	27	3.5796e+01		outlier_mis	9.1143e-01	0.0000e+00	0.0000e+00
MMAA	ENSG00000151611	ENST00000649156	true	true	2.3752e-13	1.1821e+00	6.8463e-01	9.1105e-01	41	4.5003e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMAB	ENSG00000139428	ENST00000545712	true	true	1.9283e-03	8.3304e-01	4.8175e-01	5.5538e-01	17	3.0610e+01			9.9467e-01	0.0000e+00	0.0000e+00
MMACHC	ENSG00000132763	ENST00000401061	true	true	9.6354e-05	1.2458e+00	-6.1523e-01	7.9687e-01	14	1.7569e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMADHC	ENSG00000168288	ENST00000303319	true	true	2.0426e-05	8.9871e-01	4.1194e-01	6.3434e-01	23	3.6258e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMD	ENSG00000108960	ENST00000262065	true	true	1.8120e-05	9.3553e-01	1.6430e+00	6.5516e-01	22	3.3580e+01			9.2717e-01	0.0000e+00	0.0000e+00
MMD2	ENSG00000136297	ENST00000401401	true	true	6.3870e-10	1.2164e+00	-9.1353e-01	8.9682e-01	30	3.3451e+01			9.3631e-01	0.0000e+00	0.0000e+00
MME	ENSG00000196549	ENST00000360490	true	true	6.6072e-29	1.0240e+00	8.5540e-01	8.6572e-01	98	1.1320e+02			1.0000e+00	0.0000e+00	0.0000e+00
MMEL1	ENSG00000142606	ENST00000378412	true	true	6.2446e-28	9.8993e-01	4.6268e-01	8.3693e-01	98	1.1709e+02			9.9358e-01	0.0000e+00	0.0000e+00
MMGT1	ENSG00000169446	ENST00000305963	true	true	9.3633e-01	5.4041e-01	1.4286e+00	1.7167e-01	2	1.1650e+01			9.8473e-01	0.0000e+00	0.0000e+00
MMP1	ENSG00000196611	ENST00000315274	true	true	2.5500e-18	1.2994e+00	-9.7044e-01	1.0290e+00	51	4.9563e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP10	ENSG00000166670	ENST00000279441	true	true	8.0698e-18	1.2898e+00	-8.8423e-01	1.0190e+00	50	4.9066e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP11	ENSG00000099953	ENST00000215743	true	true	3.9621e-04	7.2821e-01	7.7682e-01	5.2481e-01	26	4.9541e+01			9.2623e-01	0.0000e+00	0.0000e+00
MMP12	ENSG00000262406	ENST00000571244	true	true	9.1126e-20	1.4237e+00	7.2902e-01	1.1275e+00	51	4.5234e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP13	ENSG00000137745	ENST00000260302	true	true	7.6411e-14	1.1078e+00	1.3823e-01	8.6408e-01	45	5.2079e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP14	ENSG00000157227	ENST00000311852	true	true	1.0000e+00	3.1886e-01	2.8911e+00	2.0056e-01	13	6.4820e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP15	ENSG00000102996	ENST00000219271	true	true	4.2440e-06	7.3100e-01	1.5984e+00	5.5355e-01	36	6.5035e+01			9.1928e-01	0.0000e+00	0.0000e+00
MMP16	ENSG00000156103	ENST00000286614	true	true	1.0000e+00	2.8694e-01	4.4806e+00	1.7710e-01	12	6.7759e+01			9.9451e-01	0.0000e+00	0.0000e+00
MMP17	ENSG00000198598	ENST00000360564	true	true	1.6685e-20	1.3809e+00	2.4343e-01	1.1008e+00	54	4.9056e+01			8.6401e-01	0.0000e+00	0.0000e+00
MMP19	ENSG00000123342	ENST00000322569	true	true	1.1738e-16	1.2875e+00	9.1566e-01	1.0096e+00	47	4.6553e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP2	ENSG00000087245	ENST00000219070	true	true	1.3961e-05	6.8104e-01	1.0840e+00	5.2141e-01	39	7.4797e+01			9.9899e-01	0.0000e+00	0.0000e+00
MMP20	ENSG00000137674	ENST00000260228	true	true	5.8014e-17	1.2223e+00	-1.0720e+00	9.6570e-01	50	5.1776e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP21	ENSG00000154485	ENST00000368808	true	true	4.5615e-12	1.0902e+00	4.3388e-01	8.3754e-01	40	4.7759e+01			8.1312e-01	0.0000e+00	4.3937e-02
MMP23B	ENSG00000189409	ENST00000356026	true	true	1.3558e-01	8.3337e-01	2.5059e+00	4.6187e-01	8	1.7321e+01	low_exome_coverage|low_exome_mapping_quality		0.0000e+00	8.6667e-01	0.0000e+00
MMP24	ENSG00000125966	ENST00000246186	true	true	5.0132e-01	5.5609e-01	3.2056e+00	3.9816e-01	25	6.2789e+01			8.7287e-01	0.0000e+00	8.4755e-02
MMP24-AS1-EDEM2		NM_001355008.2	false	true	5.0936e-06	7.4839e-01	2.0247e+00	5.6213e-01	34	6.0484e+01					
MMP25	ENSG00000008516	ENST00000336577	true	true	1.3815e-25	1.3406e+00	-2.2649e+00	1.0955e+00	68	6.2070e+01			9.6916e-01	0.0000e+00	0.0000e+00
MMP26	ENSG00000167346	ENST00000380390	true	true	1.8689e-12	1.4216e+00	-7.4246e-01	1.0632e+00	33	3.1039e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP27	ENSG00000137675	ENST00000260229	true	true	8.3949e-19	1.3389e+00	-1.3491e+00	1.0603e+00	51	4.8102e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP28	ENSG00000271447	ENST00000605424	true	true	1.5871e-17	1.1386e+00	8.2076e-01	9.0954e-01	55	6.0470e+01			9.3397e-01	0.0000e+00	0.0000e+00
MMP3	ENSG00000149968	ENST00000299855	true	true	8.6061e-16	1.2446e+00	1.3475e-01	9.7341e-01	46	4.7256e+01			9.8183e-01	0.0000e+00	0.0000e+00
MMP7	ENSG00000137673	ENST00000260227	true	true	3.9025e-08	1.1470e+00	-9.5656e-01	8.2665e-01	26	3.1452e+01			1.0000e+00	0.0000e+00	0.0000e+00
MMP8	ENSG00000118113	ENST00000236826	true	true	1.1939e-28	1.6046e+00	-1.7310e+00	1.3094e+00	67	5.1169e+01			9.7716e-01	0.0000e+00	0.0000e+00
MMP9	ENSG00000100985	ENST00000372330	true	true	3.7801e-24	1.1613e+00	4.0977e-01	9.5582e-01	73	7.6374e+01			9.9481e-01	0.0000e+00	0.0000e+00
MMRN1	ENSG00000138722	ENST00000264790	true	true	3.9700e-30	1.1081e+00	-1.8766e+00	9.3353e-01	94	1.0069e+02			9.9729e-01	0.0000e+00	0.0000e+00
MMRN2	ENSG00000173269	ENST00000372027	true	true	2.2673e-14	9.6912e-01	-7.8704e-02	7.7089e-01	53	6.8752e+01			8.9673e-01	0.0000e+00	0.0000e+00
MMS19	ENSG00000155229	ENST00000438925	true	true	6.4601e-14	7.1722e-01	1.1784e+00	5.9337e-01	77	1.2977e+02			1.0000e+00	0.0000e+00	0.0000e+00
MMS22L	ENSG00000146263	ENST00000683635	true	true	5.6933e-06	5.6453e-01	8.0455e-01	4.6525e-01	74	1.5905e+02			1.0000e+00	0.0000e+00	0.0000e+00
MMUT	ENSG00000146085	ENST00000274813	true	true	5.5562e-27	1.1918e+00	8.0610e-01	9.8840e-01	79	7.9927e+01			1.0000e+00	0.0000e+00	0.0000e+00
MN1	ENSG00000169184	ENST00000302326	true	true	1.0000e+00	3.2064e-01	2.0796e-01	2.1852e-01	19	8.6948e+01			9.6995e-01	0.0000e+00	3.4596e-02
MNAT1	ENSG00000020426	ENST00000261245	true	true	1.7468e-15	1.3193e+00	1.0113e+00	1.0231e+00	43	4.2030e+01			9.8274e-01	0.0000e+00	0.0000e+00
MND1	ENSG00000121211	ENST00000240488	true	true	2.1665e-08	1.0945e+00	7.3166e-01	7.9830e-01	28	3.5075e+01			8.8618e-01	0.0000e+00	0.0000e+00
MNDA	ENSG00000163563	ENST00000368141	true	true	7.0586e-17	1.4679e+00	-1.1738e+00	1.1383e+00	43	3.7775e+01			1.0000e+00	0.0000e+00	0.0000e+00
MNS1	ENSG00000138587	ENST00000260453	true	true	3.6222e-19	1.0788e+00	-7.4863e-01	8.7469e-01	63	7.2026e+01			9.9933e-01	0.0000e+00	8.0808e-03
MNT	ENSG00000070444	ENST00000174618	true	true	9.7567e-01	5.0818e-01	5.3027e-01	3.1963e-01	13	4.0672e+01			9.4273e-01	0.0000e+00	0.0000e+00
MNX1	ENSG00000130675	ENST00000252971	true	true	9.9607e-01	3.6332e-01	1.5694e-01	1.1542e-01	2	1.7328e+01			6.7498e-01	0.0000e+00	7.1488e-02
MOAP1	ENSG00000165943	ENST00000298894	true	true			7.0113e-01					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
MOB1A	ENSG00000114978	ENST00000396049	true	true	3.9810e-01	6.7632e-01	2.1119e+00	3.9872e-01	10	2.5080e+01			9.7840e-01	0.0000e+00	0.0000e+00
MOB1B	ENSG00000173542	ENST00000309395	true	true	6.4495e-06	1.1442e+00	4.3911e-01	7.7980e-01	19	2.4365e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOB2	ENSG00000182208	ENST00000329957	true	true	1.4933e-02	7.9995e-01	1.1450e+00	5.1170e-01	14	2.7360e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOB3A	ENSG00000172081	ENST00000357066	true	true	2.1904e-06	1.4290e+00	-5.3777e-01	9.5271e-01	17	1.7844e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOB3B	ENSG00000120162	ENST00000262244	true	true	5.2467e-01	7.0145e-01	7.1927e-01	3.7345e-01	7	1.8744e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOB3C	ENSG00000142961	ENST00000319928	true	true	6.6643e-06	1.2910e+00	2.6662e-01	8.6069e-01	17	1.9752e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOB4	ENSG00000115540	ENST00000323303	true	true	9.9997e-01	2.8384e-01	2.9321e+00	1.2404e-01	4	3.2248e+01			1.0000e+00	3.5704e-01	0.0000e+00
MOBP	ENSG00000168314	ENST00000684792	true	true	6.6773e-01	6.9904e-01	1.8529e+00	3.3246e-01	5	1.5039e+01			9.2896e-01	0.0000e+00	0.0000e+00
MOCOS	ENSG00000075643	ENST00000261326	true	true	1.7410e-30	1.2308e+00	8.8047e-02	1.0288e+00	86	8.3595e+01			9.4670e-01	0.0000e+00	0.0000e+00
MOCS1	ENSG00000124615	ENST00000340692	true	true	2.6319e-09	8.8393e-01	5.3476e-01	6.7675e-01	39	5.7628e+01			1.0000e+00	3.9518e-01	0.0000e+00
MOCS2	ENSG00000164172	ENST00000396954	true	true	3.2688e-03	9.4424e-01	-2.4953e-01	5.9390e-01	13	2.1889e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOCS3	ENSG00000124217	ENST00000244051	true	true	3.6206e-04	1.8688e+00	3.2601e-01	1.0709e+00	9	8.4039e+00			1.0000e+00	9.9203e-01	0.0000e+00
MOG	ENSG00000204655	ENST00000376917	true	true	6.6869e-04	8.1062e-01	1.2287e+00	5.5786e-01	20	3.5851e+01			9.9595e-01	0.0000e+00	3.7787e-02
MOGAT1	ENSG00000124003	ENST00000446656	true	true	1.0474e-11	1.3688e+00	-5.1054e-01	1.0191e+00	32	3.1401e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOGAT2	ENSG00000166391	ENST00000198801	true	true	1.0820e-08	1.1827e+00	-5.6325e-02	8.5763e-01	27	3.1482e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOGAT3	ENSG00000106384	ENST00000223114	true	true	2.6427e-15	1.4789e+00	-1.2142e-03	1.1323e+00	39	3.4445e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOGS	ENSG00000115275	ENST00000448666	true	true	3.8540e-10	8.4204e-01	9.6644e-01	6.5676e-01	45	6.8518e+01			9.8646e-01	0.0000e+00	0.0000e+00
MOK	ENSG00000080823	ENST00000361847	true	true	3.9134e-22	1.3510e+00	1.7196e-01	1.0877e+00	59	5.4244e+01			1.0000e+00	0.0000e+00	8.7510e-03
MON1A	ENSG00000164077	ENST00000296473	true	true	8.5302e-07	8.8589e-01	2.2383e+00	6.4973e-01	29	4.4634e+01			1.0000e+00	0.0000e+00	0.0000e+00
MON1B	ENSG00000103111	ENST00000248248	true	true	4.3303e-05	7.9974e-01	2.7252e-01	5.7637e-01	26	4.5110e+01			1.0000e+00	0.0000e+00	0.0000e+00
MON2	ENSG00000061987	ENST00000393630	true	true	5.9458e-01	4.8278e-01	3.8420e+00	4.0267e-01	84	2.0861e+02			9.9709e-01	0.0000e+00	0.0000e+00
MORC1	ENSG00000114487	ENST00000232603	true	true	3.2057e-03	5.4336e-01	2.3738e+00	4.3745e-01	59	1.3487e+02			9.9898e-01	0.0000e+00	3.7263e-03
MORC2	ENSG00000133422	ENST00000397641	true	true	1.0000e+00	2.9917e-01	4.8021e+00	2.2057e-01	30	1.3601e+02			9.9289e-01	0.0000e+00	0.0000e+00
MORC3	ENSG00000159256	ENST00000400485	true	true	1.0000e+00	3.8335e-01	3.4012e+00	2.8405e-01	31	1.0914e+02			1.0000e+00	0.0000e+00	0.0000e+00
MORC4	ENSG00000133131	ENST00000355610	true	true	9.9363e-01	4.7945e-01	1.2704e+00	3.3576e-01	22	6.5523e+01			9.6371e-01	0.0000e+00	0.0000e+00
MORF4L1	ENSG00000185787	ENST00000426013	true	true	1.0000e+00	1.7287e-01	3.8085e+00	7.5544e-02	4	5.2949e+01			9.7317e-01	0.0000e+00	0.0000e+00
MORF4L2	ENSG00000123562	ENST00000441076	true	true	9.8348e-01	3.9596e-01	2.6539e+00	8.3467e-02	1	1.1981e+01			1.0000e+00	1.0000e+00	0.0000e+00
MORN1	ENSG00000116151	ENST00000378531	true	true	5.8821e-25	1.3261e+00	-9.8684e-01	1.0821e+00	67	6.1917e+01			9.4903e-01	0.0000e+00	0.0000e+00
MORN2	ENSG00000188010	ENST00000644631	true	true	2.1812e-06	1.7208e+00	-1.2290e+00	1.1175e+00	15	1.3423e+01			7.5938e-01	0.0000e+00	0.0000e+00
MORN3	ENSG00000139714	ENST00000355329	true	true	1.4790e-14	1.4355e+00	2.5456e-01	1.0952e+00	38	3.4698e+01			1.0000e+00	0.0000e+00	0.0000e+00
MORN4	ENSG00000171160	ENST00000307450	true	true	8.8600e-02	8.8130e-01	7.5453e-01	4.8843e-01	8	1.6379e+01			1.0000e+00	0.0000e+00	0.0000e+00
MORN5	ENSG00000185681	ENST00000373764	true	true	1.2855e-07	1.3684e+00	1.1869e-01	9.5028e-01	21	2.2099e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOS	ENSG00000172680	ENST00000311923	true	true			8.0737e-01					no_exp_lof	9.9711e-01	0.0000e+00	0.0000e+00
MOSMO	ENSG00000185716	ENST00000542527	true	true	9.1614e-01	5.7107e-01	2.1623e+00	2.7160e-01	5	1.8409e+01			9.0818e-01	0.0000e+00	0.0000e+00
MOSPD1	ENSG00000101928	ENST00000370783	true	true	8.1965e-01	6.3100e-01	1.7057e+00	3.0010e-01	5	1.6661e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOSPD2	ENSG00000130150	ENST00000380492	true	true	1.0000e+00	2.5235e-01	2.0517e+00	1.2002e-01	5	4.1661e+01			9.6396e-01	0.0000e+00	0.0000e+00
MOSPD3	ENSG00000106330	ENST00000393950	true	true	9.6234e-07	1.2496e+00	2.0852e-01	8.5999e-01	20	2.3256e+01			1.0000e+00	0.0000e+00	0.0000e+00
MOV10	ENSG00000155363	ENST00000369645	true	true	9.9624e-01	4.7000e-01	4.0916e+00	3.5984e-01	39	1.0838e+02			9.9468e-01	0.0000e+00	0.0000e+00
MOV10L1	ENSG00000073146	ENST00000262794	true	true	1.8873e-28	8.9594e-01	1.3182e+00	7.6469e-01	110	1.4385e+02			9.6972e-01	0.0000e+00	0.0000e+00
MOXD1	ENSG00000079931	ENST00000367963	true	true	4.3416e-20	1.1500e+00	-1.4352e+00	9.3085e-01	62	6.6606e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPC1	ENSG00000060762	ENST00000360961	true	true	2.4327e-01	8.5435e-01	1.0077e+00	4.3286e-01	6	1.3861e+01			9.8777e-01	0.0000e+00	0.0000e+00
MPC1L	ENSG00000238205	ENST00000423387	true	true			5.0490e-01					no_exp_lof	8.8235e-01	0.0000e+00	0.0000e+00
MPC2	ENSG00000143158	ENST00000271373	true	true	3.3385e-07	1.4509e+00	1.0680e+00	9.8883e-01	19	1.9215e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPDU1	ENSG00000129255	ENST00000250124	true	true	1.2516e-04	9.6562e-01	4.5510e-01	6.5118e-01	18	2.7642e+01			9.9190e-01	0.0000e+00	0.0000e+00
MPDZ	ENSG00000107186	ENST00000319217	true	true	3.6992e-78	1.0906e+00	-5.6613e+00	9.7866e-01	234	2.3910e+02		outlier_mis	9.8164e-01	0.0000e+00	0.0000e+00
MPEG1	ENSG00000197629	ENST00000361050	true	true			6.1202e-02					no_exp_lof	1.0000e+00	0.0000e+00	0.0000e+00
MPG	ENSG00000103152	ENST00000356432	true	true	3.0523e-12	1.3907e+00	-8.2661e-01	1.0401e+00	33	3.1729e+01			9.7270e-01	0.0000e+00	0.0000e+00
MPHOSPH10	ENSG00000124383	ENST00000244230	true	true	7.2095e-02	5.7062e-01	1.1009e+00	4.2675e-01	33	7.7328e+01			9.7944e-01	0.0000e+00	0.0000e+00
MPHOSPH6	ENSG00000135698	ENST00000258169	true	true	3.6444e-10	1.5999e+00	-2.7575e+00	1.1455e+00	25	2.1824e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPHOSPH8	ENSG00000196199	ENST00000361479	true	true	4.4382e-06	6.6124e-01	1.8323e+00	5.1574e-01	45	8.7253e+01			1.0000e+00	3.2907e-01	7.1318e-02
MPHOSPH9	ENSG00000051825	ENST00000606320	true	true	2.3119e-16	7.2197e-01	1.7018e+00	6.0470e-01	88	1.4553e+02			9.7520e-01	0.0000e+00	0.0000e+00
MPI	ENSG00000178802	ENST00000352410	true	true	5.5890e-10	1.0999e+00	1.8913e-01	8.2262e-01	33	4.0116e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPIG6B	ENSG00000204420	ENST00000649779	true	true	1.1924e-07	1.2973e+00	4.1903e-01	9.0849e-01	22	2.4216e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPL	ENSG00000117400	ENST00000372470	true	true	2.4205e-21	1.0292e+00	1.8891e+00	8.4708e-01	73	8.6178e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPLKIP	ENSG00000168303	ENST00000306984	true	true	4.9080e-06	1.4341e+00	-1.2287e+00	9.4422e-01	16	1.6945e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPND	ENSG00000008382	ENST00000599840	true	true	1.6021e-18	1.1817e+00	8.1398e-02	9.4590e-01	56	5.9203e+01			7.1058e-01	0.0000e+00	5.5223e-02
MPO	ENSG00000005381	ENST00000225275	true	true	2.1251e-16	1.0237e+00	5.7689e-01	8.2106e-01	57	6.9423e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPP1	ENSG00000130830	ENST00000369534	true	true	9.9998e-01	3.0976e-01	1.6854e+00	1.5694e-01	6	3.8231e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPP2	ENSG00000108852	ENST00000269095	true	true	1.0191e-10	9.2844e-01	1.9858e+00	7.1782e-01	42	5.8511e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPP3	ENSG00000161647	ENST00000398389	true	true	4.2042e-09	7.5677e-01	2.2081e+00	5.9496e-01	48	8.0677e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPP4	ENSG00000082126	ENST00000409474	true	true	6.4576e-29	1.1017e+00	7.4079e-01	9.2551e-01	91	9.8324e+01			9.9058e-01	0.0000e+00	0.0000e+00
MPP7	ENSG00000150054	ENST00000683449	true	true	1.9605e-16	9.7293e-01	8.5797e-01	7.8473e-01	60	7.6459e+01			9.9421e-01	7.6389e-02	0.0000e+00
MPPE1	ENSG00000154889	ENST00000588072	true	true	1.8742e-06	8.7745e-01	1.2348e+00	6.3999e-01	28	4.3751e+01			8.7710e-01	0.0000e+00	0.0000e+00
MPPED1	ENSG00000186732	ENST00000443721	true	true	9.8198e-02	6.7113e-01	2.9328e+00	4.4187e-01	16	3.6209e+01			9.8364e-01	0.0000e+00	0.0000e+00
MPPED2	ENSG00000066382	ENST00000358117	true	true	9.9994e-01	3.1848e-01	2.1460e+00	1.5147e-01	5	3.3010e+01			1.0000e+00	0.0000e+00	0.0000e+00
MPRIP	ENSG00000133030	ENST00000651222	true	true	1.0000e+00	3.1191e-01	4.8867e+00	2.5111e-01	59	2.3495e+02			4.3409e-01	0.0000e+00	5.0859e-03
MPST	ENSG00000128309	ENST00000429360	true	true	1.8156e-09	1.3071e+00	-4.1116e-01	9.4786e-01	27	2.8485e+01			8.8118e-01	0.0000e+00	0.0000e+00
MPV17	ENSG00000115204	ENST00000380044	true	true	6.5295e-12	1.4608e+00	5.2869e-01	1.0824e+00	31	2.8641e+01			1.0000e+00	0.0000e+00	0.0000e+00
